log,boot,run,dep_path,has_burst,edges,t_first_ms,t_last_ms,span_ms,jogv_verdict,jogv_opk,jogv_ratio,jogv_pos,jogv_neg,end_path,arr_peak,buzzer_edges,label,basis
260806-151739.log,1,1,pre-latch-build,n,0,,,,,,,,,decel-no-cause-logged,,0,,
260807-091217.log,1,1,pre-latch-build,n,2,24494,25362,868,,,,,,decel-no-cause-logged,,1,,
260807-091217.log,1,2,pre-latch-build,n,2,51511,59949,8438,,,,,,decel-no-cause-logged,,0,,
260807-092651.log,1,1,pre-latch-build,n,1,61620,61620,0,,,,,,log-ended-mid-run,,0,,
260807-101856.log,1,1,pre-latch-build,n,0,,,,,,,,,decel-no-cause-logged,,0,,
260807-101856.log,1,2,pre-latch-build,n,1,121274,121274,0,,,,,,decel-no-cause-logged,,0,,
260807-102954.log,1,1,pre-latch-build,n,0,,,,,,,,,decel-no-cause-logged,,0,,
260807-122022.log,1,1,any-motion,n,3,1991540,2042249,50709,,,,,,arrival-any-motion,,0,,
260807-122022.log,1,2,any-motion,n,6,2053455,2074902,21447,,,,,,arrival-any-motion,,3,,
260807-122022.log,1,3,any-motion,n,3,2087960,2089074,1114,,,,,,arrival-any-motion,,1,,
260807-122022.log,1,4,any-motion,n,3,2103263,2105278,2015,,,,,,arrival-polled,,1,,
260807-122022.log,1,5,any-motion,n,2,2236596,2237743,1147,,,,,,arrival-any-motion,,0,,
260807-122022.log,1,6,any-motion,n,2,2360836,2362015,1179,,,,,,arrival-any-motion,,0,,
260807-122022.log,1,7,any-motion,n,2,2398126,2398928,802,,,,,,arrival-any-motion,,0,,
260807-122022.log,1,8,any-motion,n,8,2406760,2485682,78922,,,,,,arrival-any-motion,,4,,
260807-123553.log,1,1,any-motion,n,8,87916,154435,66519,,,,,,arrival-polled,,6,,
260807-123553.log,1,2,any-motion,n,4,255082,314966,59884,,,,,,arrival-polled,,1,,
260807-123553.log,2,3,any-motion,n,5,99024,103071,4047,,,,,,arrival-any-motion,,2,,
260807-123553.log,2,4,any-motion,n,2,128352,129368,1016,,,,,,arrival-any-motion,,0,,
260807-123553.log,2,5,any-motion,n,1,110526,110526,0,,,,,,log-ended-mid-run,,0,,
260807-123553.log,3,6,any-motion,n,2,145473,145571,98,,,,,,arrival-any-motion,,0,,
260807-123553.log,3,7,any-motion,n,7,218611,270024,51413,,,,,,arrival-any-motion,,3,,
260807-123553.log,3,8,any-motion,n,4,500809,528138,27329,,,,,,arrival-polled,,2,,
260807-123553.log,3,9,any-motion,n,7,780222,794034,13812,,,,,,arrival-polled,,5,,
260807-123553.log,3,10,any-motion,n,7,961511,967081,5570,,,,,,arrival-any-motion,,4,,
260807-123553.log,3,11,any-motion,n,3,1011695,1013628,1933,,,,,,arrival-polled,,2,,
260807-123553.log,4,12,any-motion,n,3,123502,130973,7471,,,,,,arrival-polled,,0,,
260807-123553.log,4,13,any-motion,n,5,238829,273039,34210,,,,,,arrival-polled,,3,,
260807-123553.log,4,14,any-motion,n,5,421855,454574,32719,,,,,,arrival-any-motion,,2,,
260807-123553.log,4,15,any-motion,n,5,556531,583630,27099,,,,,,arrival-polled,,4,,
260807-123553.log,4,16,any-motion,n,1,1864499,1864499,0,,,,,,arrival-polled,,0,,
260807-123553.log,4,17,any-motion,n,4,1881653,1902936,21283,,,,,,arrival-polled,,2,,
260807-123553.log,4,18,any-motion,n,2,1935032,1935572,540,,,,,,arrival-polled,,1,,
260807-123553.log,4,19,any-motion,n,1,1963819,1963819,0,,,,,,arrival-polled,,0,,
260807-123553.log,4,20,any-motion,n,2,1984872,2002599,17727,,,,,,arrival-polled,,1,,
260807-123553.log,4,21,any-motion,n,2,2020261,2021277,1016,,,,,,arrival-polled,,1,,
260807-123553.log,4,22,any-motion,n,3,2046296,2047590,1294,,,,,,arrival-polled,,3,,
260807-123553.log,4,23,any-motion,n,3,2322006,2347073,25067,,,,,,arrival-any-motion,,1,,
260807-123553.log,4,24,any-motion,n,3,2416918,2532540,115622,,,,,,log-ended-mid-run,,1,,
260810-095551.log,1,1,any-motion,n,4,41730,178733,137003,,,,,,log-ended-mid-run,,1,,
260810-095551.log,1,2,any-motion,n,3,179765,77938,,,,,,,log-ended-mid-run,,0,,
260810-095551.log,2,3,any-motion,n,1,78544,78544,0,,,,,,log-ended-mid-run,,0,,
260810-112554.log,1,1,any-motion,n,3,88768,284966,196198,,,,,,arrival-polled,,1,,
260810-112554.log,1,2,any-motion,n,4,485457,528220,42763,,,,,,arrival-polled,,2,,
260810-121155.log,1,1,any-motion,n,3,2899804,3112910,213106,,,,,,arrival-polled,,1,,
260810-121155.log,1,2,any-motion,n,13,3243278,3364847,121569,,,,,,arrival-polled,,7,,
260810-121155.log,1,3,any-motion,n,12,3691986,3742105,50119,,,,,,arrival-any-motion,,6,,
260810-123559.log,1,1,any-motion,n,11,276283,409092,132809,,,,,,arrival-any-motion,,7,,
260810-124643.log,1,1,any-motion,n,1,149651,149651,0,,,,,,arrival-polled,1.796,1,,
260810-124643.log,1,2,any-motion,n,2,369131,385925,16794,,,,,,arrival-polled,1.583,1,,
260810-125922.log,1,1,any-motion,n,2,84099,112984,28885,,,,,,arrival-polled,1.630,0,,
260810-125922.log,1,2,any-motion,n,8,350781,467943,117162,,,,,,arrival-any-motion,1.848,3,,
260810-130833.log,1,1,any-motion,n,5,67665,89112,21447,,,,,,arrival-polled,0.713,3,run,"falcon_signature_2026-08-11.md §1 table row ""22 s run | 0.18 | 0.713""; arrival peak 0.713"
260810-130833.log,1,2,any-motion,n,2,143982,170131,26149,,,,,,arrival-polled,1.413,1,run,"falcon_signature_2026-08-11.md §1 table row ""27 s run | 0.28 | 1.413""; arrival peak 1.413"
260811-104022.log,1,1,any-motion,n,4,93306,189562,96256,,,,,,arrival-polled,1.731,2,,
260811-105851.log,1,1,any-motion,n,4,81608,105906,24298,,,,,,arrival-polled,0.529,2,,
260811-110231.log,1,1,any-motion,y,3,93700,132743,39043,,,,,,arrival-polled,0.511,1,,
260811-110231.log,1,2,any-motion,y,2,245334,255459,10125,,,,,,arrival-polled,1.769,1,,
260811-110231.log,1,3,any-motion,n,1,407175,407175,0,,,,,,arrival-polled,1.985,0,,
260811-112033.log,1,1,any-motion,y,2,55787,56524,737,,,,,,arrival-polled,1.616,1,,
260811-113148.log,1,1,any-motion,n,3,215220,216907,1687,,,,,,arrival-polled,3.865,0,,
260811-113554.log,1,1,any-motion,y,1,223477,223477,0,,,,,,arrival-polled,1.690,0,,
260811-113554.log,1,2,any-motion,y,1,305545,305545,0,,,,,,arrival-polled,1.217,1,,
260811-115311.log,1,1,any-motion,y,2,156303,203964,47661,,,,,,arrival-polled,2.372,2,,
260811-115311.log,1,2,any-motion,y,2,289849,289931,82,,,,,,log-ended-mid-run,,1,,
260811-122214.log,1,1,any-motion,y,1,115097,115097,0,,,,,,arrival-polled,1.148,0,,
260811-122214.log,1,2,any-motion,y,4,320241,362299,42058,,,,,,arrival-polled,0.451,2,,
260811-122214.log,1,3,any-motion,y,2,549306,608829,59523,,,,,,arrival-polled,1.661,1,,
260811-122214.log,1,4,any-motion,y,3,845643,847364,1721,,,,,,arrival-polled,1.568,0,,
260811-122214.log,1,5,any-motion,y,1,948551,948551,0,,,,,,arrival-polled,0.451,0,,
260811-134652.log,1,1,any-motion,y,4,162660,180256,17596,,,,,,arrival-any-motion,0.527,1,run,falcon_350fpm_automatic_2026-08-11.md §1 run 1 up FSM peak 0.527; note names this log as runs 1-3
260811-134652.log,1,2,any-motion,y,3,430522,445464,14942,,,,,,arrival-polled,0.454,1,run,falcon_350fpm_automatic_2026-08-11.md §1 run 2 down FSM peak 0.454
260811-134652.log,1,3,any-motion,y,2,622149,637190,15041,,,,,,arrival-polled,0.471,0,run,"falcon_350fpm_automatic_2026-08-11.md §2 plateau table ""run 3 dep (up, uncommanded car call)""; third of runs 1-3 in this log"
260811-140425.log,1,1,any-motion,y,3,84279,101679,17400,,,,,,arrival-polled,0.465,1,run,falcon_350fpm_automatic_2026-08-11.md §1 run 4 down FSM peak 0.465; note names this log as runs 4-5
260811-140425.log,1,2,any-motion,y,3,145178,160579,15401,,,,,,arrival-polled,0.508,0,run,falcon_350fpm_automatic_2026-08-11.md §1 run 5 up FSM peak 0.508
260811-144408.log,1,1,any-motion,y,0,,,,RUN,221,17,221,1254,failsafe,,0,disturbance,"falcon_jog_verdict_2026-08-11.md §1 row 1 ""handling bump (bench)"" pos=221 neg=1254"
260811-144408.log,1,2,any-motion,y,1,309198,309198,0,RUN,1986,46,6689,14263,failsafe,,1,jog,"falcon_jog_verdict_2026-08-11.md §1 row 2 ""1 s jog"" pos=6689 neg=14263"
260811-144408.log,1,3,any-motion,y,1,580829,580829,0,JOG,3194,61,9025,5584,failsafe,,0,jog,"falcon_jog_verdict_2026-08-11.md §1 row 3 ""~1 s jog + release"" pos=9025 neg=5584"
260811-144408.log,1,4,any-motion,y,1,874823,874823,0,JOG,3026,80,8686,7034,failsafe,,0,jog,"falcon_jog_verdict_2026-08-11.md §1 row 4 ""brief jog up"" pos=8686 neg=7034"
260811-144408.log,1,5,any-motion,y,1,1128660,1128660,0,RUN,111,0,0,7100,arrival-polled,2.575,0,run,"falcon_jog_verdict_2026-08-11.md §1 row 5 ""slow departure, down"" pos=0 neg=7100"
260811-144408.log,1,6,any-motion,y,1,1167491,1167491,0,RUN,396,12,1145,8867,arrival-polled,2.182,0,run,"falcon_jog_verdict_2026-08-11.md §1 row 6 ""slow departure, down"" pos=1145 neg=8867"
260811-144408.log,1,7,any-motion,y,1,1193082,1193082,0,RUN,338,20,6189,1276,arrival-polled,1.012,1,run,"falcon_jog_verdict_2026-08-11.md §1 row 7 ""slow departure, up"" pos=6189 neg=1276"
260811-144408.log,1,8,any-motion,y,3,1260896,91619,,JOG,1914,95,8914,8529,log-ended-mid-run,,0,jog,"falcon_jog_verdict_2026-08-11.md §1 row 8 ""shortest blip jog"" pos=8914 neg=8529"
260811-144408.log,2,9,any-motion,y,1,92602,92602,0,RUN,440,12,1154,9558,arrival-polled,0.933,0,run,"falcon_jog_verdict_2026-08-11.md §1 row 9 ""100 fpm departure, down (gap probe, after retune)"" pos=1154 neg=9558"
260811-144408.log,2,10,any-motion,y,2,285769,286785,1016,JOG,3467,98,19668,19416,failsafe,,1,jog,"falcon_jog_verdict_2026-08-11.md §6.1 row 10 ""2 s medium jog"" ratio 98 opk 3467"
260811-144408.log,2,11,any-motion,y,4,538771,665124,126353,RUN,251,39,3219,1281,arrival-polled,4.391,1,run,"falcon_jog_verdict_2026-08-11.md §6.1 row 11 ""27 fpm departure, up"" ratio 39 opk 251"
260811-144408.log,2,12,any-motion,y,1,753451,753451,0,RUN,98,0,0,2130,arrival-polled,1.215,0,run,"falcon_jog_verdict_2026-08-11.md §6.1 row 12 ""27 fpm departure, down"" ratio 0 opk 98"
260811-152209.log,1,1,any-motion,y,2,50905,67747,16842,RUN,137,0,11952,0,arrival-polled,0.579,0,run,"falcon_jog_verdict_2026-08-11.md §6.1 row 13 ""125 fpm departure, up"" ratio 0 opk 137"
260811-152209.log,1,2,any-motion,y,1,100761,100761,0,RUN,260,15,260,1716,arrival-polled,4.014,0,run,"falcon_jog_verdict_2026-08-11.md §6.1 row 14 ""hard-stop run departure, down"" ratio 15 opk 260"
260811-152209.log,1,3,any-motion,y,3,147931,203227,55296,RUN,214,1,214,12368,arrival-polled,0.573,1,run,"falcon_jog_verdict_2026-08-11.md §6.1 row 15 ""125 fpm departure, down"" ratio 1 opk 214"
260811-152209.log,1,4,any-motion,y,1,364609,364609,0,RUN,99,0,11815,0,log-ended-mid-run,,0,unknown,"FOURTH JOGV in this log (pos=11815 neg=0 ratio=0 opk=99, log line 97); §6.1 stops at row 15 and no note describes it. See session note §3."
260811-154018.log,1,1,any-motion,y,1,133136,133136,0,JOG,1366,88,5637,6379,jog-verdict-release,,1,jog,falcon_jog_verdict_2026-08-11.md §7 table jog 1 ratio 88 opk 1366
260811-154018.log,1,2,any-motion,y,2,189431,190480,1049,JOG,3508,82,9502,7875,jog-verdict-release,,0,jog,falcon_jog_verdict_2026-08-11.md §7 table jog 2 ratio 82 opk 3508
260811-154018.log,1,3,any-motion,y,2,210305,211320,1015,JOG,4154,65,7634,11695,jog-verdict-release,,1,jog,falcon_jog_verdict_2026-08-11.md §7 table jog 3 ratio 65 opk 4154
260811-154018.log,1,4,any-motion,y,1,231161,231161,0,JOG,1811,44,17812,7869,jog-verdict-release,,1,jog,falcon_jog_verdict_2026-08-11.md §7 table jog 4 ratio 44 opk 1811
260811-154018.log,1,5,any-motion,y,1,268959,268959,0,JOG,4154,97,13046,12713,jog-verdict-release,,1,jog,falcon_jog_verdict_2026-08-11.md §7 table jog 5 ratio 97 opk 4154
260812-095101.log,1,1,any-motion,y,1,100007,100007,0,RUN,99,0,0,2143,arrival-polled,2.164,0,run,"falcon_cartop_2026-08-12.md §2 run 1 ""17 fpm down"" jog verdict RUN 0/99 arrival peak 2.164"
260812-095101.log,2,2,any-motion,y,4,70434,86376,15942,RUN,283,15,3846,596,arrival-polled,1.975,1,run,"falcon_cartop_2026-08-12.md §2 ""Two further alarm cycles in the first log were Dave repositioning the car""; §3 ""Real departures this session ran opk 68-283"" (this record opk=283)"
260812-095101.log,2,3,any-motion,y,2,130695,130760,65,RUN,97,0,1861,0,arrival-polled,1.258,1,run,"falcon_cartop_2026-08-12.md §2 ""Two further alarm cycles in the first log were Dave repositioning the car"" (second of the two)"
260812-104647.log,1,1,any-motion,y,5,41549,123011,81462,RUN,68,0,0,4599,arrival-polled,2.571,1,run,"falcon_cartop_2026-08-12.md §2 run 2 ""56 fpm down"" RUN 0/68 arrival peak 2.571"
260812-104647.log,1,2,any-motion,y,2,195788,205307,9519,RUN,121,0,6428,0,arrival-polled,0.965,1,run,"falcon_cartop_2026-08-12.md §2 run 3 ""58 fpm up"" RUN 0/121 arrival peak 0.965"
